Accession,Character,Source
EPI3311882,4,Aves
EPI3637588,2,Anseriformes
EPI2540306,M,mammal
EPI2258871,4,Aves
EPI3316567,4,Aves
EPI2758873,A,Galliformes
EPI2497089,4,Aves
EPI2191093,4,Aves
EPI2550395,A,Galliformes
EPI2709560,2,Anseriformes
EPI1945092,2,Anseriformes
EPI3314848,4,Aves
EPI2428801,4,Aves
EPI2702466,2,Anseriformes
EPI3447168,4,Aves
EPI2989812,4,Aves
EPI3584554,5,Charadriiformes
EPI3409281,6,Artiodactyla
EPI2712710,2,Anseriformes
EPI3323440,0,Accipitriformes
EPI3302986,4,Aves
EPI3575313,6,Artiodactyla
EPI3484740,4,Aves
EPI3041233,4,Aves
EPI3311610,4,Aves
EPI3298092,4,Aves
EPI2441729,4,Aves
EPI3605055,4,Aves
EPI2697726,5,Charadriiformes
EPI3616592,6,Artiodactyla
EPI2589291,2,Anseriformes
EPI2742603,4,Aves
EPI2464378,4,Aves
EPI2053897,M,mammal
EPI1958137,A,Galliformes
EPI2709330,4,Aves
EPI2770847,3,Animal
EPI338785,A,Galliformes
EPI2780117,4,Aves
EPI2704086,2,Anseriformes
EPI2648163,2,Anseriformes
EPI2885964,A,Galliformes
EPI3408721,6,Artiodactyla
EPI3308448,4,Aves
EPI3555406,A,Galliformes
EPI3195634,4,Aves
EPI3309056,4,Aves
EPI2610773,8,Carnivora
EPI3297900,2,Anseriformes
EPI153823,A,Galliformes
EPI2291587,4,Aves
EPI3041117,5,Charadriiformes
EPI2553199,A,Galliformes
EPI3487434,4,Aves
EPI2703732,4,Aves
EPI2712801,4,Aves
EPI3631219,6,Artiodactyla
EPI2919538,M,mammal
EPI2291502,4,Aves
EPI2857040,4,Aves
EPI3304352,4,Aves
EPI3630034,J,Primates
EPI2198668,A,Galliformes
EPI3648649,6,Artiodactyla
EPI3314824,4,Aves
EPI2540185,A,Galliformes
EPI2220629,4,Aves
EPI2882861,2,Anseriformes
EPI2306901,A,Galliformes
EPI2755462,M,mammal
EPI3314282,4,Aves
EPI3313898,4,Aves
EPI3648295,6,Artiodactyla
EPI2742667,4,Aves
EPI3313442,4,Aves
EPI3298708,4,Aves
EPI2782440,2,Anseriformes
EPI3040924,4,Aves
EPI2709046,4,Aves
EPI3314090,4,Aves
EPI1945267,2,Anseriformes
EPI2510369,0,Accipitriformes
EPI3312490,4,Aves
EPI1980996,M,mammal
EPI176007,A,Galliformes
EPI2536845,2,Anseriformes
EPI2742563,4,Aves
EPI2703760,2,Anseriformes
EPI3302386,4,Aves
EPI2550387,2,Anseriformes
EPI2747690,A,Galliformes
EPI3315272,4,Aves
EPI995565,6,Artiodactyla
EPI3306145,4,Aves
EPI2742587,4,Aves
EPI3312938,4,Aves
EPI3309616,4,Aves
EPI2071920,2,Anseriformes
EPI3614414,2,Anseriformes
EPI3306593,4,Aves
EPI2140738,A,Galliformes
EPI3360107,2,Anseriformes
EPI3412026,A,Galliformes
EPI2263891,4,Aves
EPI2794190,F,Environment
EPI2510280,5,Charadriiformes
EPI3309936,4,Aves
EPI3304024,4,Aves
EPI3484724,4,Aves
EPI3276834,4,Aves
EPI3494036,4,Aves
EPI2870122,4,Aves
EPI2029096,4,Aves
EPI2893592,2,Anseriformes
EPI3307578,4,Aves
EPI3309704,4,Aves
EPI2873550,4,Aves
EPI2752216,2,Anseriformes
EPI3323058,M,mammal
EPI3616600,6,Artiodactyla
EPI2455284,4,Aves
EPI2608595,8,Carnivora
EPI2884768,A,Galliformes
EPI2428215,4,Aves
EPI3222668,4,Aves
EPI3307443,4,Aves
EPI3622165,A,Galliformes
EPI3609472,0,Accipitriformes
EPI3309928,4,Aves
EPI2712492,2,Anseriformes
EPI2873395,4,Aves
EPI2742643,4,Aves
EPI2071040,5,Charadriiformes
EPI2131717,0,Accipitriformes
EPI3311578,4,Aves
EPI2759059,4,Aves
EPI2872467,A,Galliformes
EPI2704854,A,Galliformes
EPI3418156,6,Artiodactyla
EPI3307419,4,Aves
EPI2856396,4,Aves
EPI3305144,4,Aves
EPI3605577,4,Aves
EPI2158640,M,mammal
EPI2292925,4,Aves
EPI3312242,4,Aves
EPI2710092,2,Anseriformes
EPI2029850,2,Anseriformes
EPI2702671,2,Anseriformes
EPI2856045,4,Aves
EPI2363665,A,Galliformes
EPI3649515,A,Galliformes
EPI3311658,4,Aves
EPI3313130,4,Aves
EPI3630735,A,Galliformes
EPI2856279,4,Aves
EPI2788422,4,Aves
EPI3262087,M,mammal
EPI3313394,4,Aves
EPI2869876,4,Aves
EPI2536844,2,Anseriformes
EPI3320837,M,mammal
EPI3506824,6,Artiodactyla
EPI2507018,4,Aves
EPI2014181,4,Aves
EPI2139712,A,Galliformes
EPI286379,2,Anseriformes
EPI2743251,4,Aves
EPI2703197,4,Aves
EPI3395291,2,Anseriformes
EPI2917423,A,Galliformes
EPI2559743,5,Charadriiformes
EPI2873495,A,Galliformes
EPI1944341,4,Aves
EPI2868689,4,Aves
EPI2564336,4,Aves
EPI3328351,4,Aves
EPI3323277,4,Aves
EPI3649848,A,Galliformes
EPI2917768,M,mammal
EPI2869932,4,Aves
EPI2816019,A,Galliformes
EPI3320973,4,Aves
EPI108057,A,Galliformes
EPI2789318,4,Aves
EPI2712880,2,Anseriformes
EPI3312738,4,Aves
EPI1198904,2,Anseriformes
EPI1982571,2,Anseriformes
EPI2559895,5,Charadriiformes
EPI2788838,4,Aves
EPI3487533,6,Artiodactyla
EPI3299132,4,Aves
EPI2473648,M,mammal
EPI2246956,0,Accipitriformes
EPI1938252,4,Aves
EPI3298612,4,Aves
EPI2191377,4,Aves
EPI2259579,M,mammal
EPI2428135,4,Aves
EPI3433687,6,Artiodactyla
EPI2236479,M,mammal
EPI3610163,J,Primates
EPI3041310,4,Aves
EPI3260119,6,Artiodactyla
EPI3412375,6,Artiodactyla
EPI2017055,A,Galliformes
EPI2263786,4,Aves
EPI2712309,4,Aves
EPI2263450,4,Aves
EPI2745226,M,mammal
EPI3236506,H,Falconiformes
EPI1997993,4,Aves
EPI2614350,4,Aves
EPI2526537,2,Anseriformes
EPI3395060,M,mammal
EPI2751796,A,Galliformes
EPI2497073,2,Anseriformes
EPI3052540,4,Aves
EPI2018099,2,Anseriformes
EPI2506988,0,Accipitriformes
EPI3462173,4,Aves
EPI3343242,A,Galliformes
EPI1980972,H,Falconiformes
EPI2751915,A,Galliformes
EPI1949874,4,Aves
EPI2067434,4,Aves
EPI2246056,4,Aves
EPI3222660,4,Aves
EPI2306669,A,Galliformes
EPI2198652,A,Galliformes
EPI3591116,5,Charadriiformes
EPI3317180,6,Artiodactyla
EPI2895303,4,Aves
EPI3571082,4,Aves
EPI1995076,2,Anseriformes
EPI3304496,4,Aves
EPI3310476,4,Aves
EPI2973651,4,Aves
EPI2817695,2,Anseriformes
EPI2544016,5,Charadriiformes
EPI2281730,4,Aves
EPI2868625,4,Aves
EPI2263883,4,Aves
EPI2263939,4,Aves
EPI2562672,0,Accipitriformes
EPI3317364,6,Artiodactyla
EPI2820741,A,Galliformes
EPI3590980,2,Anseriformes
EPI3323643,2,Anseriformes
EPI2140956,A,Galliformes
EPI3115147,2,Anseriformes
EPI1998130,4,Aves
EPI3041173,4,Aves
EPI3311378,4,Aves
EPI3462830,A,Galliformes
EPI3604238,6,Artiodactyla
EPI2705485,2,Anseriformes
EPI3158771,4,Aves
EPI3489554,4,Aves
EPI824039,2,Anseriformes
EPI2789390,F,Environment
EPI687431,A,Galliformes
EPI2703992,2,Anseriformes
EPI3451409,2,Anseriformes
EPI3314984,4,Aves
EPI2012867,A,Galliformes
EPI3316143,4,Aves
EPI2240718,4,Aves
EPI2428881,4,Aves
EPI2134044,A,Galliformes
EPI2264115,4,Aves
EPI2906054,4,Aves
EPI234625,A,Galliformes
EPI3351054,4,Aves
EPI2789605,F,Environment
EPI1945291,4,Aves
EPI3543718,4,Aves
EPI2244194,5,Charadriiformes
EPI2310290,5,Charadriiformes
EPI3259913,6,Artiodactyla
EPI2310226,2,Anseriformes
EPI2712180,2,Anseriformes
EPI2789573,F,Environment
EPI3276815,4,Aves
EPI2913236,A,Galliformes
EPI590113,A,Galliformes
EPI2264019,4,Aves
EPI2788518,4,Aves
EPI1943854,4,Aves
EPI2259175,4,Aves
EPI3308408,4,Aves
EPI3411156,4,Aves
EPI3304296,4,Aves
EPI2751308,A,Galliformes
EPI2703728,2,Anseriformes
EPI2603740,5,Charadriiformes
EPI3609621,A,Galliformes
EPI3277827,4,Aves
EPI3305440,4,Aves
EPI2428748,4,Aves
EPI3324102,2,Anseriformes
EPI2760350,0,Accipitriformes
EPI2614046,4,Aves
EPI2428230,4,Aves
EPI2298213,4,Aves
EPI2743562,2,Anseriformes
EPI3304648,4,Aves
EPI3310788,4,Aves
EPI2708119,0,Accipitriformes
EPI2162136,2,Anseriformes
EPI3317164,6,Artiodactyla
EPI3528242,4,Aves
EPI2506370,A,Galliformes
EPI3433939,A,Galliformes
EPI3298020,4,Aves
EPI3625882,F,Environment
EPI3630865,A,Galliformes
EPI3316719,4,Aves
EPI2780570,4,Aves
EPI3311842,4,Aves
EPI2614190,4,Aves
EPI2751244,A,Galliformes
EPI2703792,2,Anseriformes
EPI1962049,A,Galliformes
EPI3315975,4,Aves
EPI2243571,4,Aves
EPI2074764,4,Aves
EPI2147696,A,Galliformes
EPI2008845,4,Aves
EPI1950879,2,Anseriformes
EPI3298572,4,Aves
EPI2872558,A,Galliformes
EPI3315160,4,Aves
EPI2671487,4,Aves
EPI1981667,A,Galliformes
EPI3630897,6,Artiodactyla
EPI2794188,F,Environment
EPI3403578,4,Aves
EPI3319307,2,Anseriformes
EPI2257436,M,mammal
EPI2751804,A,Galliformes
EPI2506092,4,Aves
EPI3319299,4,Aves
EPI3304050,4,Aves
EPI3649451,A,Galliformes
EPI2697472,8,Carnivora
EPI2550291,A,Galliformes
EPI2258655,4,Aves
EPI2742747,4,Aves
EPI2082717,4,Aves
EPI2666903,4,Aves
EPI2260518,4,Aves
EPI3315911,4,Aves
EPI3310190,4,Aves
EPI2869035,A,Galliformes
EPI2872855,4,Aves
EPI3597221,6,Artiodactyla
EPI2815263,4,Aves
EPI2906142,4,Aves
EPI2752208,A,Galliformes
EPI2263650,M,mammal
EPI2220210,A,Galliformes
EPI3312626,4,Aves
EPI2906062,4,Aves
EPI3259644,4,Aves
EPI2150691,4,Aves
EPI2760788,4,Aves
EPI3591273,5,Charadriiformes
EPI3493956,4,Aves
EPI2708244,0,Accipitriformes
EPI2886424,4,Aves
EPI3605449,4,Aves
EPI3307173,4,Aves
EPI2263698,4,Aves
EPI2709337,4,Aves
EPI2708393,4,Aves
EPI2537012,5,Charadriiformes
EPI3279912,2,Anseriformes
EPI2609149,A,Galliformes
EPI3309552,4,Aves
EPI3604174,6,Artiodactyla
EPI3307866,4,Aves
EPI2751564,A,Galliformes
EPI2141796,A,Galliformes
EPI3316271,4,Aves
EPI3040889,2,Anseriformes
EPI2455220,2,Anseriformes
EPI3418685,6,Artiodactyla
EPI2873361,4,Aves
EPI2291518,8,Carnivora
EPI169338,4,Aves
EPI3302746,4,Aves
EPI338793,A,Galliformes
EPI2856718,4,Aves
EPI3434354,4,Aves
EPI3621212,J,Primates
EPI2475131,4,Aves
EPI2141069,A,Galliformes
EPI3308312,4,Aves
EPI3637660,2,Anseriformes
EPI3279928,2,Anseriformes
EPI2944499,4,Aves
EPI3328399,4,Aves
EPI3502188,2,Anseriformes
EPI3571214,6,Artiodactyla
EPI1965221,0,Accipitriformes
EPI3614462,A,Galliformes
EPI3052660,4,Aves
EPI2944677,A,Galliformes
EPI2243515,4,Aves
EPI3304664,4,Aves
EPI2505268,2,Anseriformes
EPI2873471,4,Aves
EPI2712201,2,Anseriformes
EPI2869788,4,Aves
EPI2560223,A,Galliformes
EPI2428143,4,Aves
EPI3312258,4,Aves
EPI2436887,2,Anseriformes
EPI3230331,A,Galliformes
EPI3592916,M,mammal
EPI3489637,5,Charadriiformes
EPI3484692,4,Aves
EPI3526862,4,Aves
EPI1957961,A,Galliformes
EPI2742507,F,Environment
EPI1944381,A,Galliformes
EPI2705509,2,Anseriformes
EPI3567495,4,Aves
EPI2870338,4,Aves
EPI3526203,6,Artiodactyla
EPI2428507,4,Aves
EPI2589259,A,Galliformes
EPI2140049,A,Galliformes
EPI3403570,4,Aves
EPI2742683,4,Aves
EPI2755659,M,mammal
EPI2702647,2,Anseriformes
EPI3604494,6,Artiodactyla
EPI1988053,M,mammal
EPI3010039,4,Aves
EPI2841858,F,Environment
EPI995549,6,Artiodactyla
EPI3308010,4,Aves
EPI2198212,A,Galliformes
EPI3243674,0,Accipitriformes
EPI2886058,D,Corvidae
EPI1946078,A,Galliformes
EPI3307095,4,Aves
EPI2614478,4,Aves
EPI2363179,4,Aves
EPI2751029,A,Galliformes
EPI2712036,2,Anseriformes
EPI2050784,4,Aves
EPI2264123,4,Aves
EPI3418936,6,Artiodactyla
EPI3604831,4,Aves
EPI2263618,4,Aves
EPI2870322,4,Aves
EPI3303090,4,Aves
EPI3527081,4,Aves
EPI3314674,4,Aves
EPI3316103,4,Aves
EPI2987710,A,Galliformes
EPI2640959,4,Aves
EPI2703466,4,Aves
EPI2071584,2,Anseriformes
EPI2071960,0,Accipitriformes
EPI2428401,4,Aves
EPI1963400,2,Anseriformes
EPI3316767,M,mammal
EPI2260550,4,Aves
EPI1998154,4,Aves
EPI2703667,4,Aves
EPI3410559,6,Artiodactyla
EPI2708043,0,Accipitriformes
EPI2815255,4,Aves
EPI2506410,A,Galliformes
EPI2872741,A,Galliformes
EPI2074948,4,Aves
EPI3053219,A,Galliformes
EPI3447048,4,Aves
EPI2278081,4,Aves
EPI2653997,M,mammal
EPI3630797,6,Artiodactyla
EPI2374868,4,Aves
EPI3323400,0,Accipitriformes
EPI2737463,2,Anseriformes
EPI3183440,A,Galliformes
EPI3609372,2,Anseriformes
EPI3320589,4,Aves
EPI2584887,4,Aves
EPI3651354,4,Aves
EPI2035049,4,Aves
EPI3409386,6,Artiodactyla
EPI2325483,2,Anseriformes
EPI2428082,4,Aves
EPI3306305,4,Aves
EPI2710861,2,Anseriformes
EPI3313290,4,Aves
EPI3315840,4,Aves
EPI2943409,Q,Sphenisciformes
EPI3434298,4,Aves
EPI3630041,J,Primates
EPI2246824,4,Aves
EPI3298940,4,Aves
EPI2712560,2,Anseriformes
EPI3651985,A,Galliformes
EPI3259785,6,Artiodactyla
EPI3323829,2,Anseriformes
EPI3312794,4,Aves
EPI2263971,4,Aves
EPI2220122,Q,Sphenisciformes
EPI2704928,2,Anseriformes
EPI2540232,A,Galliformes
EPI2244162,0,Accipitriformes
EPI3305376,4,Aves
EPI184217,2,Anseriformes
EPI2884976,A,Galliformes
EPI2428704,4,Aves
EPI2882860,2,Anseriformes
EPI3324634,2,Anseriformes
EPI2868601,4,Aves
EPI3528042,4,Aves
EPI2263995,4,Aves
EPI2109907,4,Aves
EPI2704366,A,Galliformes
EPI1944296,A,Galliformes
EPI2246336,4,Aves
EPI2712177,4,Aves
EPI2067418,4,Aves
EPI3605609,4,Aves
EPI2035145,4,Aves
EPI2752326,A,Galliformes
EPI2574158,4,Aves
EPI2023602,2,Anseriformes
EPI2487413,4,Aves
EPI3316199,4,Aves
EPI3411256,6,Artiodactyla
EPI3134939,A,Galliformes
EPI3317388,6,Artiodactyla
EPI2759312,5,Charadriiformes
EPI2712396,4,Aves
EPI3649414,6,Artiodactyla
EPI1866449,A,Galliformes
EPI2904429,4,Aves
EPI2473550,M,mammal
EPI2613614,4,Aves
EPI2428665,4,Aves
EPI2506418,A,Galliformes
EPI2743075,4,Aves
EPI3489411,5,Charadriiformes
EPI3324340,2,Anseriformes
EPI2869900,4,Aves
EPI2782384,4,Aves
EPI3308168,4,Aves
EPI2751148,A,Galliformes
EPI1982529,5,Charadriiformes
EPI3408753,6,Artiodactyla
EPI3409165,6,Artiodactyla
EPI3251752,F,Environment
EPI3323021,2,Anseriformes
EPI3631383,4,Aves
EPI2707934,0,Accipitriformes
EPI3308968,4,Aves
EPI3313834,4,Aves
EPI3304824,4,Aves
EPI3627971,H,Falconiformes
EPI3488167,6,Artiodactyla
EPI3484708,4,Aves
EPI3324519,2,Anseriformes
EPI2857430,4,Aves
EPI358118,2,Anseriformes
EPI2755522,M,mammal
EPI2014013,4,Aves
EPI590111,A,Galliformes
EPI3302490,4,Aves
EPI2614310,4,Aves
EPI2841850,4,Aves
EPI2751380,A,Galliformes
EPI3484803,4,Aves
EPI2770791,3,Animal
EPI2597176,A,Galliformes
EPI2258639,4,Aves
EPI2747754,2,Anseriformes
EPI2559567,5,Charadriiformes
EPI2140895,A,Galliformes
EPI2886255,D,Corvidae
EPI2296234,4,Aves
EPI3506801,6,Artiodactyla
EPI1965269,0,Accipitriformes
EPI2944072,4,Aves
EPI101907,2,Anseriformes
EPI108061,2,Anseriformes
EPI2671566,5,Charadriiformes
EPI3315592,M,mammal
EPI2873872,4,Aves
EPI1215862,2,Anseriformes
EPI2506956,4,Aves
EPI3316119,4,Aves
EPI2473494,M,mammal
EPI3316447,4,Aves
EPI3322858,A,Galliformes
EPI2751013,A,Galliformes
EPI3571138,H,Falconiformes
EPI2306805,2,Anseriformes
EPI2428552,4,Aves
EPI3261323,6,Artiodactyla
EPI2710552,2,Anseriformes
EPI3303746,4,Aves
EPI3308042,4,Aves
EPI3158787,4,Aves
EPI3328455,4,Aves
EPI2770839,3,Animal
EPI2703635,4,Aves
EPI2188283,2,Anseriformes
EPI3304960,4,Aves
EPI3631259,6,Artiodactyla
EPI2751364,A,Galliformes
EPI3391404,4,Aves
EPI3309592,4,Aves
EPI2703229,4,Aves
EPI3298028,4,Aves
EPI2885210,A,Galliformes
EPI321326,A,Galliformes
EPI3446763,6,Artiodactyla
EPI3323408,0,Accipitriformes
EPI3506802,6,Artiodactyla
EPI2754264,4,Aves
EPI2028645,4,Aves
EPI3630584,6,Artiodactyla
EPI2559831,5,Charadriiformes
EPI2586325,4,Aves
EPI2789462,F,Environment
EPI2014101,4,Aves
EPI3303618,4,Aves
EPI2132743,0,Accipitriformes
EPI2540552,4,Aves
EPI2614558,4,Aves
EPI3557271,2,Anseriformes
EPI2456206,4,Aves
EPI2233082,A,Galliformes
EPI2428786,4,Aves
EPI2140660,A,Galliformes
EPI1988037,2,Anseriformes
EPI228377,A,Galliformes
EPI2579972,2,Anseriformes
EPI3328343,4,Aves
EPI3302610,4,Aves
EPI1962126,4,Aves
EPI2246776,4,Aves
EPI2257902,A,Galliformes
EPI2455181,?,Galliformes
EPI2139400,A,Galliformes
EPI3041241,4,Aves
EPI3575352,6,Artiodactyla
EPI3528330,4,Aves
EPI3298644,4,Aves
EPI2053736,4,Aves
EPI350321,A,Galliformes
EPI2053768,4,Aves
EPI2671494,4,Aves
EPI3308216,4,Aves
EPI2744814,4,Aves
EPI3411183,6,Artiodactyla
EPI2553152,F,Environment
EPI2414924,4,Aves
EPI675771,A,Galliformes
EPI2264131,4,Aves
EPI2703321,2,Anseriformes
EPI3313554,4,Aves
EPI675769,A,Galliformes
EPI2259071,4,Aves
EPI3453022,4,Aves
EPI3631056,6,Artiodactyla
EPI1995116,4,Aves
EPI2188291,2,Anseriformes
EPI3302546,4,Aves
EPI2742995,4,Aves
EPI3599232,6,Artiodactyla
EPI2704765,2,Anseriformes
EPI2708702,4,Aves
EPI2706421,A,Galliformes
EPI2220298,2,Anseriformes
EPI3315648,4,Aves
EPI2609458,2,Anseriformes
EPI3605337,4,Aves
EPI3315999,4,Aves
EPI2325491,2,Anseriformes
EPI2614126,4,Aves
EPI2710957,2,Anseriformes
EPI3649920,A,Galliformes
EPI2260662,4,Aves
EPI2259559,4,Aves
EPI3555162,A,Galliformes
EPI2703574,2,Anseriformes
EPI3314800,4,Aves
EPI2537044,5,Charadriiformes
EPI3447917,4,Aves
EPI2705742,A,Galliformes
EPI2131725,0,Accipitriformes
EPI2873732,4,Aves
EPI3549853,8,Carnivora
EPI2751372,A,Galliformes
EPI2755621,M,mammal
EPI3571262,6,Artiodactyla
EPI2760382,5,Charadriiformes
EPI3320829,4,Aves
EPI3549644,M,mammal
EPI3597155,2,Anseriformes
EPI2026156,2,Anseriformes
EPI2703148,4,Aves
EPI3524190,6,Artiodactyla
EPI3052612,A,Galliformes
EPI1896075,A,Galliformes
EPI2246784,4,Aves
EPI3323039,2,Anseriformes
EPI2461841,4,Aves
EPI2011624,2,Anseriformes
EPI3630647,6,Artiodactyla
EPI3305216,4,Aves
EPI3395036,A,Galliformes
EPI3323314,4,Aves
EPI2755470,4,Aves
EPI3316023,4,Aves
EPI2742467,4,Aves
EPI2705562,2,Anseriformes
EPI2219975,5,Charadriiformes
EPI2742539,4,Aves
EPI2576149,M,mammal
EPI2759035,4,Aves
EPI476488,A,Galliformes
EPI2114002,4,Aves
EPI3182065,6,Artiodactyla
EPI2560263,2,Anseriformes
EPI2872711,A,Galliformes
EPI2742931,4,Aves
EPI2885086,A,Galliformes
EPI2759043,4,Aves
EPI2709312,4,Aves
EPI2691197,4,Aves
EPI2236224,M,mammal
EPI2506324,A,Galliformes
EPI2560207,5,Charadriiformes
EPI2794176,5,Charadriiformes
EPI3303642,4,Aves
EPI2689582,2,Anseriformes
EPI2540696,4,Aves
EPI3434306,4,Aves
EPI1998410,4,Aves
EPI2427869,4,Aves
EPI1995212,A,Galliformes
EPI2231398,F,Environment
EPI3637668,A,Galliformes
EPI3409189,8,Carnivora
EPI2140816,A,Galliformes
EPI2613838,4,Aves
EPI3649752,A,Galliformes
EPI2751620,A,Galliformes
EPI2820661,4,Aves
EPI2780133,4,Aves
EPI590897,2,Anseriformes
EPI2559735,5,Charadriiformes
EPI2951003,A,Galliformes
EPI3226771,2,Anseriformes
EPI2710859,2,Anseriformes
EPI3649611,A,Galliformes
EPI3631430,4,Aves
EPI3451417,2,Anseriformes
EPI3647606,2,Anseriformes
EPI2671471,4,Aves
EPI2109835,4,Aves
EPI2710829,2,Anseriformes
EPI3609464,4,Aves
EPI3143468,4,Aves
EPI2603816,4,Aves
EPI2578100,H,Falconiformes
EPI2181683,0,Accipitriformes
EPI2614647,4,Aves
EPI2246921,0,Accipitriformes
EPI1995132,8,Carnivora
EPI3316231,4,Aves
EPI2697550,5,Charadriiformes
EPI2760342,4,Aves
EPI2074852,4,Aves
EPI2297217,A,Galliformes
EPI3391473,4,Aves
EPI2576446,2,Anseriformes
EPI3630536,A,Galliformes
EPI2506332,A,Galliformes
EPI2613542,4,Aves
EPI749465,F,Environment
EPI3488323,5,Charadriiformes
EPI2146037,A,Galliformes
EPI2428194,4,Aves
EPI2014141,4,Aves
EPI3622107,A,Galliformes
EPI3637541,2,Anseriformes
EPI2072192,4,Aves
EPI2291526,4,Aves
EPI3041165,0,Accipitriformes
EPI2540776,4,Aves
EPI2712250,4,Aves
EPI3358620,4,Aves
EPI3550235,A,Galliformes
EPI2664207,4,Aves
EPI3299124,4,Aves
EPI2784379,4,Aves
EPI2973653,2,Anseriformes
EPI2780602,4,Aves
EPI2540432,4,Aves
EPI2691683,4,Aves
EPI3063023,2,Anseriformes
EPI3298948,4,Aves
EPI3314832,4,Aves
EPI3313842,4,Aves
EPI2869780,4,Aves
EPI3260188,M,mammal
EPI3303130,4,Aves
EPI2614038,4,Aves
EPI3305264,4,Aves
EPI3304640,4,Aves
EPI257056,A,Galliformes
EPI2609653,4,Aves
EPI2258959,4,Aves
EPI3320741,4,Aves
EPI3308760,4,Aves
EPI2973652,2,Anseriformes
EPI3334182,J,Primates
EPI3461360,A,Galliformes
EPI2779660,2,Anseriformes
EPI2886214,A,Galliformes
EPI3293345,M,mammal
EPI2179860,4,Aves
EPI2697710,5,Charadriiformes
EPI2885857,A,Galliformes
EPI2788910,4,Aves
EPI2016935,A,Galliformes
EPI2856275,4,Aves
EPI2016967,A,Galliformes
EPI3616640,6,Artiodactyla
EPI1998282,A,Galliformes
EPI2473428,M,mammal
EPI2709250,4,Aves
EPI3309416,4,Aves
EPI2161537,A,Galliformes
EPI3317100,6,Artiodactyla
EPI1930836,2,Anseriformes
EPI3571146,4,Aves
EPI3304104,4,Aves
EPI2751740,A,Galliformes
EPI3358588,4,Aves
EPI2709113,4,Aves
EPI3311178,4,Aves
EPI3567447,4,Aves
EPI2710923,2,Anseriformes
EPI356838,2,Anseriformes
EPI2894959,4,Aves
EPI3597012,A,Galliformes
EPI2139720,A,Galliformes
EPI2179636,4,Aves
EPI2050365,4,Aves
EPI2708612,4,Aves
EPI2856347,4,Aves
EPI3040908,4,Aves
EPI2744822,4,Aves
EPI3306129,4,Aves
EPI2246344,4,Aves
EPI3410771,6,Artiodactyla
EPI2162142,?,Galliformes
EPI2179348,4,Aves
EPI2510183,J,Primates
EPI2528033,4,Aves
EPI2743067,4,Aves
EPI3311402,4,Aves
EPI3276826,4,Aves
EPI2560127,4,Aves
EPI3395068,M,mammal
EPI2526457,2,Anseriformes
EPI2015069,4,Aves
EPI2613654,4,Aves
EPI3308034,4,Aves
EPI3575274,6,Artiodactyla
EPI3391804,4,Aves
EPI672808,A,Galliformes
EPI2671392,4,Aves
EPI3648369,A,Galliformes
EPI2559719,5,Charadriiformes
EPI3306792,4,Aves
EPI2185481,A,Galliformes
EPI2613726,4,Aves
EPI2904413,4,Aves
EPI2943857,4,Aves
EPI3280483,4,Aves
EPI3555182,4,Aves
EPI3567375,4,Aves
EPI2788878,4,Aves
EPI3315176,4,Aves
EPI2363110,4,Aves
EPI3309184,4,Aves
EPI3447208,4,Aves
EPI2197371,2,Anseriformes
EPI3616940,M,mammal
EPI3311682,4,Aves
EPI3309712,4,Aves
EPI2709746,4,Aves
EPI3360099,2,Anseriformes
EPI2794014,4,Aves
EPI2820709,4,Aves
EPI2671696,4,Aves
EPI2603336,4,Aves
EPI3313002,4,Aves
EPI2246624,4,Aves
EPI2263546,4,Aves
EPI3307658,4,Aves
EPI2071912,A,Galliformes
EPI2894975,4,Aves
EPI2263794,4,Aves
EPI2110469,8,Carnivora
EPI1995148,4,Aves
EPI3041326,2,Anseriformes
EPI2141638,A,Galliformes
EPI2707736,0,Accipitriformes
EPI3364308,4,Aves
EPI2872994,M,mammal
EPI2243447,4,Aves
EPI2703389,2,Anseriformes
EPI2886393,4,Aves
EPI2540376,4,Aves
EPI2669558,2,Anseriformes
EPI2707910,0,Accipitriformes
EPI2577956,A,Galliformes
EPI108049,2,Anseriformes
EPI2648192,2,Anseriformes
EPI3324011,5,Charadriiformes
EPI3509775,4,Aves
EPI2614214,4,Aves
EPI2704800,2,Anseriformes
EPI2559687,5,Charadriiformes
EPI3571342,6,Artiodactyla
EPI3352100,4,Aves
EPI3321005,4,Aves
EPI3308456,4,Aves
EPI2708573,4,Aves
EPI2671663,4,Aves
EPI2506268,A,Galliformes
EPI2943353,Q,Sphenisciformes
EPI3304212,4,Aves
EPI2708920,0,Accipitriformes
EPI2317992,A,Galliformes
EPI2560191,4,Aves
EPI3279967,A,Galliformes
EPI2710091,4,Aves
EPI2259159,4,Aves
EPI3575428,6,Artiodactyla
EPI2671534,5,Charadriiformes
EPI3575416,6,Artiodactyla
EPI2885916,A,Galliformes
EPI2703515,4,Aves
EPI3323214,2,Anseriformes
EPI2487063,4,Aves
EPI2428727,4,Aves
EPI1949190,2,Anseriformes
EPI2263947,4,Aves
EPI2232866,A,Galliformes
EPI2559623,5,Charadriiformes
EPI2589445,4,Aves
EPI3352530,J,Primates
EPI2140323,A,Galliformes
EPI2857308,4,Aves
EPI2555065,4,Aves
EPI2872970,A,Galliformes
EPI2233122,2,Anseriformes
EPI2139999,A,Galliformes
EPI3308984,4,Aves
EPI3317132,6,Artiodactyla
EPI2072304,2,Anseriformes
EPI3526227,6,Artiodactyla
EPI2653535,2,Anseriformes
